MSSubClass,MSZoning,LotArea,Utilities,LotConfig,BldgType,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,BsmtFinSF2,TotalBsmtSF,2ndFlrSF,FullBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageArea,PoolArea,SaleCondition,SalePrice
30,RM,6000,AllPub,Inside,1Fam,7,1921,1950,Wd Sdng,0.0,616.0,0,1,2,1,0,205.0,0,Normal,89000.0
20,RL,6420,AllPub,Inside,1Fam,7,1952,1952,Wd Sdng,551.0,980.0,0,1,2,1,0,308.0,0,Normal,123500.0
20,RL,8450,AllPub,Inside,1Fam,8,1965,2009,MetalSd,117.0,894.0,0,1,3,1,1,336.0,0,Normal,138500.0
120,FV,4282,AllPub,Inside,TwnhsE,5,2004,2004,MetalSd,0.0,1391.0,0,2,2,1,0,530.0,0,Normal,196000.0
20,RL,14331,AllPub,Inside,1Fam,5,2002,2002,VinylSd,0.0,1800.0,0,2,3,1,1,765.0,0,Normal,312500.0
20,RL,9600,AllPub,Inside,1Fam,5,1969,1969,HdBoard,0.0,1164.0,0,1,3,1,0,528.0,0,Normal,140000.0
60,RL,12438,AllPub,Inside,1Fam,5,2006,2006,VinylSd,0.0,1234.0,1312,2,4,1,1,666.0,0,Partial,361919.0
190,RM,7630,AllPub,Inside,2fmCon,9,1900,1996,Wd Sdng,0.0,360.0,780,2,4,2,1,672.0,0,Normal,140000.0
20,RL,8400,AllPub,Inside,1Fam,5,2004,2005,VinylSd,0.0,1473.0,0,2,3,1,0,606.0,0,Normal,213000.0
190,RM,5600,AllPub,Inside,2fmCon,5,1930,1950,VinylSd,0.0,0.0,720,2,3,2,0,0.0,0,Normal,55000.0
20,RL,115149,AllPub,CulDSac,1Fam,5,1971,2002,Plywood,0.0,1643.0,0,2,2,1,2,739.0,0,Normal,302000.0
120,RL,6240,AllPub,Inside,TwnhsE,5,2006,2006,MetalSd,0.0,1324.0,0,2,2,1,1,550.0,0,Normal,254000.0
60,RL,9018,AllPub,Inside,1Fam,5,2007,2007,VinylSd,0.0,728.0,728,2,3,1,1,400.0,0,Partial,179540.0
20,RL,7162,AllPub,Inside,1Fam,7,1966,1966,HdBoard,0.0,876.0,0,1,3,1,0,408.0,0,Abnorml,109900.0
30,RL,4130,AllPub,Inside,1Fam,6,1935,2003,VinylSd,0.0,270.0,0,1,2,1,0,0.0,0,Normal,52000.0
50,C (all),8712,AllPub,Inside,1Fam,7,1900,1950,MetalSd,0.0,859.0,319,1,2,1,0,384.0,0,Abnorml,102776.0
120,RL,4671,AllPub,Inside,TwnhsE,5,1988,1989,HdBoard,0.0,1228.0,0,2,2,1,1,472.0,0,Normal,189000.0
190,RL,9873,AllPub,Inside,2fmCon,5,1970,1970,HdBoard,0.0,960.0,0,1,3,1,0,576.0,0,Normal,129000.0
60,RL,13517,AllPub,CulDSac,1Fam,8,1976,2005,HdBoard,0.0,725.0,754,2,3,1,0,475.0,0,Normal,130500.0
20,RL,10140,AllPub,Inside,1Fam,5,1974,1974,HdBoard,0.0,1064.0,0,2,3,1,1,478.0,0,Normal,165000.0
70,RM,10800,AllPub,Inside,1Fam,8,1890,1998,Wd Sdng,0.0,718.0,978,1,3,1,0,704.0,0,Normal,159500.0
20,RL,10000,AllPub,Inside,1Fam,6,1973,2000,HdBoard,0.0,1176.0,0,1,3,1,1,439.0,0,Normal,157000.0
60,RL,10542,AllPub,Inside,1Fam,5,1993,1994,Wd Sdng,0.0,1311.0,1093,2,3,1,1,983.0,0,Normal,341000.0
20,RL,9920,AllPub,Inside,1Fam,6,1969,1969,HdBoard,0.0,971.0,0,1,3,1,1,300.0,0,Normal,128500.0
120,RL,6563,AllPub,CulDSac,1Fam,5,1985,1985,HdBoard,0.0,1742.0,0,2,2,1,1,564.0,0,Normal,275000.0
120,RM,4426,AllPub,Inside,TwnhsE,5,2004,2004,VinylSd,0.0,848.0,0,1,1,1,0,420.0,0,Normal,143000.0
20,RL,8120,AllPub,Inside,1Fam,7,1970,1970,MetalSd,0.0,864.0,0,1,3,1,0,463.0,0,Normal,124500.0
50,RL,8172,AllPub,Inside,1Fam,6,1954,1972,MetalSd,0.0,941.0,473,2,4,1,0,548.0,0,Normal,135000.0
20,RL,13286,AllPub,Inside,1Fam,5,2007,2008,CemntBd,0.0,1698.0,0,2,3,1,1,768.0,0,Normal,320000.0
20,RL,6960,AllPub,Inside,1Fam,6,1970,1970,HdBoard,239.0,864.0,0,1,3,1,0,660.0,0,Normal,120500.0
20,RL,21695,AllPub,Corner,1Fam,9,1988,2007,Wd Sdng,0.0,880.0,0,2,3,1,1,540.0,0,Normal,222000.0
20,RL,7314,AllPub,Inside,1Fam,5,2007,2007,VinylSd,0.0,1232.0,0,2,2,1,0,632.0,0,Normal,194500.0
90,RL,11475,AllPub,Corner,Duplex,5,1958,1958,VinylSd,0.0,1584.0,0,2,4,2,0,888.0,0,Abnorml,110000.0
30,RM,6240,AllPub,Inside,1Fam,5,1925,1950,MetalSd,0.0,780.0,0,1,2,1,0,539.0,0,Normal,103000.0
120,RL,5389,AllPub,Inside,TwnhsE,5,1995,1996,CemntBd,0.0,1595.0,0,2,2,1,1,608.0,0,Normal,236500.0
80,RL,9590,AllPub,Corner,1Fam,5,2003,2003,VinylSd,0.0,868.0,0,2,3,1,1,438.0,0,Normal,187500.0
60,RL,11404,AllPub,Inside,1Fam,5,1998,1999,VinylSd,0.0,1153.0,878,2,3,1,1,541.0,0,Normal,222500.0
20,RL,10000,AllPub,Corner,1Fam,6,1961,1983,HdBoard,0.0,864.0,0,1,3,1,1,264.0,0,Normal,131400.0
20,RL,8978,AllPub,Corner,1Fam,5,1968,1968,Plywood,0.0,948.0,0,1,3,1,0,300.0,0,Family,108000.0
75,RM,10800,AllPub,Inside,1Fam,7,1914,1970,Wd Sdng,0.0,880.0,888,1,2,1,2,320.0,0,Normal,163000.0
90,RL,8544,AllPub,Inside,Duplex,4,1950,1950,Stucco,0.0,0.0,0,2,2,2,0,400.0,0,Normal,93500.0
60,RL,10463,AllPub,CulDSac,1Fam,5,2005,2005,VinylSd,0.0,893.0,900,2,3,1,1,800.0,0,Normal,239900.0
90,RL,10800,AllPub,Inside,Duplex,5,1987,1988,Plywood,0.0,1200.0,0,3,3,1,0,0.0,0,Alloca,179000.0
60,RL,9313,AllPub,Inside,1Fam,5,2004,2004,VinylSd,0.0,864.0,864,2,3,1,0,572.0,0,Normal,190000.0
70,RM,9600,AllPub,Inside,1Fam,7,1910,2002,Wd Sdng,0.0,264.0,664,2,2,1,0,360.0,0,Abnorml,132000.0
20,RL,6768,AllPub,Inside,1Fam,8,1961,1996,HdBoard,0.0,912.0,0,1,3,1,0,288.0,0,Normal,142000.0
20,RL,8450,AllPub,Inside,1Fam,5,2000,2001,VinylSd,0.0,1349.0,0,2,3,1,0,539.0,0,Normal,179000.0
80,RL,12886,AllPub,Inside,1Fam,6,1963,1999,HdBoard,0.0,520.0,0,2,3,1,1,480.0,0,Normal,175000.0
120,RL,5395,AllPub,Inside,TwnhsE,5,1993,1993,HdBoard,0.0,1337.0,0,2,2,1,1,462.0,0,Normal,180000.0
60,RL,8963,AllPub,Inside,1Fam,9,1976,1996,VinylSd,80.0,1142.0,1540,3,4,1,2,831.0,0,Normal,299800.0
60,RL,8795,AllPub,Inside,1Fam,5,2000,2000,VinylSd,0.0,952.0,1276,2,4,1,1,554.0,0,Normal,236000.0
70,RM,11700,AllPub,Corner,1Fam,7,1880,2003,Stucco,0.0,1240.0,1320,1,4,1,1,864.0,0,Normal,265979.0
20,RL,10593,AllPub,Inside,1Fam,5,1996,1996,VinylSd,0.0,1720.0,0,2,3,1,1,527.0,0,Normal,260400.0
50,RL,8405,AllPub,Inside,1Fam,3,1945,1950,WdShing,0.0,0.0,441,2,4,1,0,240.0,0,Normal,98000.0
50,RM,8800,AllPub,Corner,1Fam,7,1910,2004,Wd Sdng,0.0,576.0,348,1,3,1,0,0.0,0,Normal,96500.0
60,RL,7750,AllPub,Inside,1Fam,5,2003,2003,VinylSd,0.0,660.0,660,2,3,1,0,400.0,0,Normal,162000.0
20,RL,9236,AllPub,Inside,1Fam,5,1997,1997,VinylSd,0.0,1479.0,0,2,3,1,0,576.0,0,Normal,217000.0
60,RL,10240,AllPub,Inside,1Fam,5,2005,2005,VinylSd,0.0,1030.0,1060,2,3,1,1,878.0,0,Normal,275500.0
20,RL,7930,AllPub,Inside,1Fam,8,1969,2005,Plywood,472.0,1026.0,0,1,3,1,0,440.0,0,Normal,156000.0
160,FV,3230,AllPub,Inside,TwnhsE,5,1999,1999,MetalSd,0.0,729.0,729,2,3,1,0,440.0,0,Normal,172500.0
60,RL,10769,AllPub,Inside,1Fam,5,2007,2007,VinylSd,0.0,866.0,902,2,3,1,0,578.0,0,Normal,212000.0
60,RL,11616,AllPub,CulDSac,1Fam,5,1978,1978,HdBoard,0.0,672.0,714,2,3,1,1,440.0,0,Abnorml,158900.0
160,FV,2280,AllPub,Inside,Twnhs,5,1999,1999,MetalSd,0.0,744.0,744,2,3,1,0,440.0,0,Normal,179400.0
60,RL,12257,AllPub,Inside,1Fam,5,1995,1995,VinylSd,64.0,1318.0,1203,2,4,1,1,752.0,0,Normal,290000.0
20,RL,9100,AllPub,Inside,1Fam,6,1959,1959,Wd Sdng,0.0,864.0,0,1,2,1,0,300.0,0,Normal,127500.0
30,RM,6911,AllPub,FR2,1Fam,5,1924,1950,Wd Sdng,0.0,1145.0,0,1,2,1,0,440.0,0,Normal,100000.0
60,FV,8640,AllPub,Inside,1Fam,5,2009,2009,VinylSd,0.0,756.0,783,2,3,1,0,614.0,0,Normal,215200.0
60,RL,9430,AllPub,Inside,1Fam,5,1999,1999,VinylSd,0.0,1252.0,1097,2,3,1,1,856.0,0,Normal,337000.0
120,RL,9549,AllPub,CulDSac,TwnhsE,5,1995,1996,BrkFace,1057.0,1494.0,0,1,2,1,1,481.0,0,Normal,270000.0
20,RL,14587,AllPub,Inside,1Fam,5,2008,2008,VinylSd,0.0,1498.0,0,2,2,1,1,592.0,0,Partial,264132.0
60,RL,10421,AllPub,Inside,1Fam,5,1988,1988,HdBoard,0.0,980.0,734,2,3,1,1,496.0,0,Normal,196500.0
50,RL,12508,AllPub,Inside,1Fam,7,1940,1985,VinylSd,0.0,983.0,767,2,4,1,0,423.0,0,Normal,160000.0
20,RL,9100,AllPub,Inside,1Fam,5,2004,2005,VinylSd,0.0,1860.0,0,2,3,1,1,484.0,0,Normal,216837.0
60,RL,53504,AllPub,CulDSac,1Fam,5,2003,2003,CemntBd,0.0,1650.0,1589,3,4,1,1,841.0,0,Normal,538000.0
85,RL,7252,AllPub,CulDSac,1Fam,5,1982,1982,Wd Sdng,0.0,858.0,0,1,2,1,0,576.0,0,Normal,134900.0
20,RL,8877,AllPub,Inside,1Fam,5,1951,1951,Wd Sdng,0.0,836.0,0,1,2,1,0,396.0,0,Normal,102000.0
80,RL,7819,AllPub,Inside,1Fam,5,1976,1976,Plywood,127.0,1029.0,0,1,3,1,1,672.0,0,Abnorml,107000.0
20,RL,10150,AllPub,Inside,1Fam,5,1958,1958,Wd Sdng,0.0,912.0,0,1,2,1,0,275.0,0,Normal,114500.0
20,RL,14226,AllPub,Corner,1Fam,5,2006,2006,VinylSd,0.0,1935.0,0,2,3,1,1,895.0,0,Partial,395000.0
120,RM,4500,AllPub,FR2,TwnhsE,5,1998,1998,VinylSd,0.0,1204.0,0,2,2,1,0,412.0,0,Normal,162000.0
20,RL,11210,AllPub,Inside,1Fam,5,2005,2006,VinylSd,0.0,1614.0,0,2,3,1,0,865.0,0,Partial,221500.0
20,RL,13350,AllPub,Inside,1Fam,5,1974,1974,HdBoard,0.0,864.0,0,1,3,1,1,440.0,0,Normal,142500.0
90,RH,8400,AllPub,Inside,Duplex,5,1977,1977,Plywood,0.0,0.0,0,2,4,2,2,630.0,0,Normal,144000.0
90,RL,10530,AllPub,Inside,Duplex,5,1977,1977,Plywood,0.0,975.0,0,1,2,1,0,504.0,0,Normal,135000.0
20,RL,7875,AllPub,Inside,1Fam,5,1995,1996,HdBoard,0.0,1237.0,0,2,3,1,1,402.0,0,Normal,176000.0
60,RL,7153,AllPub,Inside,1Fam,5,1992,1992,VinylSd,0.0,761.0,793,2,3,1,0,484.0,0,Normal,175900.0
20,RL,16285,AllPub,Inside,1Fam,5,2001,2002,VinylSd,0.0,1413.0,0,2,3,1,0,605.0,0,Normal,187100.0
85,RL,9101,AllPub,Corner,1Fam,6,1978,1978,Plywood,0.0,1097.0,0,1,1,1,1,602.0,0,Normal,165500.0
75,RM,6300,AllPub,Inside,1Fam,6,1914,2001,Wd Sdng,0.0,742.0,742,2,3,1,1,0.0,0,Normal,128000.0
20,RL,9790,AllPub,Inside,1Fam,5,1967,1967,BrkFace,630.0,1372.0,0,2,3,1,1,457.0,0,Normal,161500.0
50,RM,10800,AllPub,Inside,1Fam,6,1915,1950,MetalSd,0.0,686.0,686,2,4,1,0,416.0,0,Normal,139000.0
60,RL,10142,AllPub,Inside,1Fam,5,2004,2004,VinylSd,0.0,956.0,1128,2,4,1,0,618.0,0,Normal,233000.0
20,RM,6000,AllPub,Corner,1Fam,7,1954,2000,MetalSd,0.0,901.0,0,1,2,1,0,281.0,0,Normal,107900.0
60,RL,12205,AllPub,Inside,1Fam,8,1966,2007,HdBoard,0.0,832.0,1111,2,5,1,0,444.0,0,Normal,187500.0
120,RL,3182,AllPub,Inside,TwnhsE,5,2005,2006,VinylSd,0.0,1145.0,0,2,2,1,1,397.0,0,Normal,160200.0
80,RL,11333,AllPub,Corner,1Fam,5,1976,1976,HdBoard,0.0,1029.0,0,1,3,1,2,539.0,0,Normal,146800.0
60,RL,9920,AllPub,CulDSac,1Fam,5,1996,1997,MetalSd,0.0,1117.0,886,2,3,1,1,455.0,0,Normal,269790.0
20,RL,9158,AllPub,Inside,1Fam,5,2007,2007,CemntBd,0.0,1496.0,0,2,3,1,0,474.0,0,Partial,225000.0
60,RL,10832,AllPub,Corner,1Fam,5,1994,1996,MetalSd,0.0,712.0,809,2,3,1,1,409.0,0,Normal,194500.0
60,RL,8400,AllPub,Inside,1Fam,6,1980,1981,HdBoard,0.0,650.0,676,2,3,1,1,476.0,0,Normal,171000.0
20,RL,8197,AllPub,Inside,1Fam,5,1977,1977,Plywood,0.0,660.0,0,1,3,1,1,528.0,0,Normal,143500.0
20,RL,7677,AllPub,Inside,1Fam,5,1953,1953,VinylSd,0.0,773.0,0,1,2,1,0,240.0,0,Abnorml,110000.0
60,RL,13518,AllPub,Inside,1Fam,5,2008,2009,VinylSd,0.0,1926.0,1174,3,4,1,2,820.0,0,Partial,485000.0
50,RL,7200,AllPub,Corner,1Fam,7,1937,1950,Wd Sdng,0.0,731.0,787,1,3,1,2,240.0,0,Normal,175000.0
60,RL,12798,AllPub,Inside,1Fam,5,1997,1997,VinylSd,0.0,616.0,1072,2,4,1,0,603.0,0,Normal,200000.0
30,RM,4800,AllPub,Inside,1Fam,7,1916,1990,MetalSd,0.0,1196.0,0,1,2,1,0,440.0,0,Normal,109900.0
60,RL,8199,AllPub,Inside,1Fam,5,2005,2005,WdShing,0.0,728.0,728,2,3,1,1,410.0,0,Normal,189000.0
60,RL,13891,AllPub,Inside,1Fam,5,2008,2009,VinylSd,0.0,1734.0,1088,3,4,1,1,1020.0,0,Partial,582933.0
20,RL,9000,AllPub,Inside,1Fam,5,1954,1954,Wd Sdng,0.0,936.0,0,1,2,1,0,286.0,0,Family,118000.0
20,RL,12274,AllPub,FR2,1Fam,5,2008,2008,VinylSd,0.0,1417.0,0,2,3,1,0,554.0,0,Partial,227680.0
80,RL,9750,AllPub,Inside,1Fam,5,1967,1967,VinylSd,480.0,980.0,0,2,3,1,0,384.0,0,Normal,135500.0
70,RL,21384,AllPub,Inside,1Fam,6,1923,2004,Wd Sdng,0.0,1324.0,504,1,3,1,1,528.0,0,Normal,223500.0
80,RL,13400,AllPub,Inside,1Fam,5,1966,1966,VinylSd,128.0,1024.0,0,1,3,1,1,484.0,0,Normal,159950.0
75,RM,8100,AllPub,Corner,1Fam,5,1898,1965,AsbShng,0.0,849.0,1063,2,2,3,0,360.0,0,Normal,106000.0
20,RL,10140,AllPub,Inside,1Fam,6,1974,1999,HdBoard,377.0,1040.0,0,1,3,1,1,484.0,648,Normal,181000.0
120,RM,4438,AllPub,Inside,TwnhsE,5,2004,2004,VinylSd,0.0,848.0,0,1,1,1,1,420.0,0,Normal,144500.0
20,C (all),8712,AllPub,Inside,1Fam,5,1952,1952,Wd Sdng,0.0,540.0,0,1,2,1,0,504.0,0,Alloca,55993.0
20,RL,9750,AllPub,Inside,1Fam,6,1958,1958,MetalSd,0.0,1442.0,0,1,4,1,0,301.0,0,Normal,157900.0
50,RL,8248,AllPub,Inside,1Fam,7,1918,1950,Stucco,0.0,686.0,564,1,3,1,0,280.0,0,Normal,116000.0
20,RL,12137,AllPub,CulDSac,1Fam,5,1998,1998,VinylSd,0.0,1649.0,0,2,3,1,0,598.0,0,Normal,224900.0
20,RL,11425,AllPub,Corner,1Fam,6,1954,1954,BrkFace,0.0,1008.0,0,1,2,1,1,275.0,0,Normal,137000.0
20,RL,13265,AllPub,CulDSac,1Fam,5,2002,2002,CemntBd,0.0,1568.0,0,2,3,1,2,857.0,0,Normal,271000.0
80,RL,8816,AllPub,Inside,1Fam,7,1971,1971,HdBoard,0.0,1010.0,0,1,3,1,0,440.0,0,Normal,155000.0
120,RL,6371,AllPub,Inside,TwnhsE,5,2009,2010,VinylSd,0.0,1358.0,0,2,2,1,1,484.0,0,Partial,224000.0
60,RL,7226,AllPub,CulDSac,1Fam,5,2003,2003,VinylSd,0.0,798.0,842,2,3,1,0,595.0,0,Normal,183000.0
20,RM,6000,AllPub,Inside,2fmCon,4,1953,1953,MetalSd,0.0,936.0,0,1,2,1,0,576.0,0,Normal,93000.0
60,RL,12394,AllPub,Corner,1Fam,5,2003,2003,VinylSd,0.0,847.0,886,2,3,1,1,433.0,0,Family,225000.0
50,RL,9900,AllPub,Inside,1Fam,7,1940,1950,VinylSd,0.0,778.0,545,2,3,1,1,240.0,0,Normal,139500.0
20,FV,11216,AllPub,Inside,1Fam,5,2006,2006,VinylSd,0.0,1489.0,0,2,3,1,1,776.0,0,Partial,232600.0
20,RL,14803,AllPub,Inside,1Fam,5,2007,2008,CemntBd,0.0,2078.0,0,2,2,1,1,1220.0,0,Partial,385000.0
45,RM,6130,AllPub,Inside,1Fam,6,1924,1950,MetalSd,0.0,784.0,0,1,2,1,0,0.0,0,Normal,109500.0
20,RL,8529,AllPub,Inside,1Fam,5,2001,2001,VinylSd,0.0,1454.0,0,2,3,1,1,527.0,0,Normal,189000.0
60,RL,28698,AllPub,CulDSac,1Fam,5,1967,1967,Plywood,764.0,1013.0,966,2,3,1,0,538.0,0,Abnorml,185000.0
160,FV,2544,AllPub,Inside,Twnhs,5,2005,2005,MetalSd,0.0,600.0,623,2,2,1,0,480.0,0,Normal,147400.0
20,RL,11900,AllPub,Corner,1Fam,5,1957,1957,HdBoard,0.0,1392.0,0,1,3,1,2,458.0,0,Normal,166000.0
160,FV,3180,AllPub,Inside,TwnhsE,5,2005,2005,MetalSd,0.0,600.0,600,2,2,1,0,480.0,0,Normal,151000.0
60,RL,9548,AllPub,CulDSac,1Fam,6,2003,2003,VinylSd,0.0,941.0,888,2,3,1,1,613.0,0,Normal,237000.0
20,RL,10004,AllPub,Inside,1Fam,6,1964,1964,HdBoard,345.0,1516.0,0,1,3,1,0,472.0,0,Normal,167000.0
20,RL,7875,AllPub,Inside,1Fam,6,1961,1961,VinylSd,0.0,1144.0,0,1,3,1,0,456.0,0,Normal,139950.0
20,RL,9600,AllPub,Inside,1Fam,7,1950,1995,VinylSd,0.0,1067.0,0,2,2,1,0,436.0,0,Normal,128000.0
30,RM,8100,AllPub,Inside,1Fam,6,1948,1973,VinylSd,0.0,1559.0,0,1,2,1,0,812.0,0,Normal,153500.0
160,RM,1680,AllPub,Inside,Twnhs,5,1973,1973,HdBoard,0.0,483.0,504,1,2,1,0,264.0,0,Normal,100000.0
20,RL,9525,AllPub,Inside,1Fam,6,1995,2006,VinylSd,0.0,1099.0,0,1,3,1,0,352.0,0,Normal,144000.0
50,RL,11767,AllPub,Inside,1Fam,6,1946,1995,MetalSd,0.0,768.0,432,1,3,1,0,240.0,0,Normal,130500.0
70,RH,12155,AllPub,Inside,1Fam,8,1925,1950,Wd Sdng,0.0,672.0,672,2,4,1,0,400.0,0,Normal,140000.0
70,RM,10440,AllPub,Inside,1Fam,8,1904,2002,MetalSd,0.0,650.0,581,2,3,1,1,686.0,0,Normal,157500.0
80,RL,9020,AllPub,Inside,1Fam,7,1966,1966,HdBoard,539.0,1127.0,0,1,3,1,0,490.0,0,Normal,174900.0
90,RL,8000,AllPub,Corner,Duplex,4,1961,1961,BrkFace,0.0,1800.0,0,2,6,2,0,0.0,0,Normal,141000.0
50,RM,12665,AllPub,Inside,1Fam,8,1915,1950,Wd Sdng,0.0,876.0,540,1,4,1,1,720.0,0,Normal,153900.0
85,RL,16647,AllPub,CulDSac,1Fam,5,1975,1981,HdBoard,0.0,1390.0,0,2,3,1,2,611.0,0,Normal,171000.0
60,RL,9317,AllPub,Inside,1Fam,5,1993,1993,HdBoard,0.0,740.0,769,2,3,1,1,425.0,0,Normal,213000.0
20,RL,15523,AllPub,CulDSac,1Fam,6,1972,1972,HdBoard,0.0,864.0,0,1,3,1,1,338.0,0,Normal,133500.0
50,RL,45600,AllPub,Inside,1Fam,8,1908,1997,Wd Sdng,0.0,907.0,1051,3,5,1,1,360.0,0,Normal,240000.0
80,RL,9600,AllPub,FR2,1Fam,7,1976,1994,Plywood,0.0,528.0,761,2,3,1,1,512.0,0,Normal,187000.0
120,RM,4435,AllPub,Inside,TwnhsE,5,2003,2003,VinylSd,0.0,848.0,0,1,1,1,0,420.0,0,Normal,131500.0
120,RL,3196,AllPub,Inside,TwnhsE,5,2003,2003,VinylSd,0.0,1273.0,0,2,2,1,1,400.0,0,Normal,215000.0
75,RL,7128,AllPub,Inside,1Fam,5,1941,1950,MetalSd,0.0,918.0,728,2,4,1,2,240.0,0,Normal,164000.0
80,RL,12095,AllPub,Corner,1Fam,6,1964,1964,MetalSd,0.0,1127.0,0,1,3,1,1,645.0,0,Normal,158000.0
20,RL,17920,AllPub,Inside,1Fam,4,1955,1974,Wd Sdng,1085.0,1763.0,0,1,3,1,1,454.0,0,Abnorml,170000.0
20,RL,6897,AllPub,Corner,1Fam,8,1962,2010,HdBoard,0.0,1040.0,0,1,3,1,0,260.0,0,Normal,127000.0
80,RL,10970,AllPub,Inside,1Fam,6,1978,1978,Plywood,435.0,940.0,0,1,3,1,0,576.0,0,Normal,147000.0
60,RL,8125,AllPub,Inside,1Fam,5,1994,1995,HdBoard,0.0,702.0,779,2,3,1,1,343.0,0,Normal,174000.0
20,RL,10400,AllPub,Inside,1Fam,5,1976,1976,HdBoard,0.0,1090.0,0,2,3,1,1,479.0,0,Family,152000.0
60,RL,11029,AllPub,Corner,1Fam,7,1968,1984,HdBoard,0.0,1054.0,1142,2,4,1,1,619.0,0,Normal,250000.0
50,RL,7642,AllPub,Corner,1Fam,8,1918,1998,Wd Sdng,0.0,912.0,514,1,3,1,1,216.0,0,Normal,189950.0
190,RL,11625,AllPub,Inside,2fmCon,4,1965,1965,Plywood,0.0,1039.0,0,1,3,1,0,504.0,0,Normal,131500.0
20,RL,9672,AllPub,Corner,1Fam,5,1984,1985,HdBoard,0.0,1040.0,0,2,3,1,0,480.0,0,Normal,152000.0
20,RL,7931,AllPub,Inside,1Fam,5,1959,1959,BrkFace,0.0,1148.0,0,1,3,1,0,672.0,0,Normal,132500.0
20,FV,8640,AllPub,Inside,1Fam,5,2007,2008,VinylSd,0.0,1372.0,0,2,3,1,0,529.0,0,Partial,250580.0
20,RL,8750,AllPub,Inside,1Fam,6,1970,1970,MetalSd,0.0,1002.0,0,1,3,1,0,902.0,0,Normal,148500.0
20,RL,10656,AllPub,Inside,1Fam,5,2006,2007,VinylSd,0.0,1638.0,0,2,3,1,1,870.0,0,Partial,248900.0
20,RL,6970,AllPub,Corner,1Fam,5,1961,1961,VinylSd,0.0,1040.0,0,1,3,1,0,544.0,0,Normal,129000.0
60,RL,14762,AllPub,Corner,1Fam,6,1948,1950,Plywood,0.0,0.0,720,2,2,1,1,672.0,0,Normal,169000.0
60,RL,9938,AllPub,Inside,1Fam,5,1993,1994,MetalSd,0.0,1050.0,887,2,3,1,1,574.0,0,Normal,236000.0
20,RL,6600,AllPub,Inside,1Fam,5,1962,1962,MetalSd,0.0,894.0,0,1,2,1,0,308.0,0,Normal,109500.0
60,RL,8750,AllPub,Inside,1Fam,5,1998,1998,VinylSd,0.0,804.0,878,2,3,1,0,523.0,0,Normal,200500.0
20,RL,8892,AllPub,Corner,1Fam,7,1953,1996,WdShing,0.0,105.0,0,1,3,1,0,414.0,0,Normal,116000.0
40,RL,12144,AllPub,Inside,1Fam,7,1949,1950,HdBoard,0.0,832.0,0,1,3,1,1,288.0,0,Normal,133000.0
50,RM,5720,AllPub,Inside,1Fam,6,1941,1950,Wd Sdng,0.0,676.0,455,1,3,1,0,200.0,0,Abnorml,66500.0
60,FV,9000,AllPub,Inside,1Fam,5,2007,2007,CemntBd,0.0,1184.0,1426,2,4,1,1,550.0,0,Partial,303477.0
20,RL,25286,AllPub,Inside,1Fam,5,1963,1963,HdBoard,0.0,1064.0,0,1,3,1,0,648.0,0,Normal,132250.0
60,RL,8834,AllPub,Inside,1Fam,5,2004,2005,VinylSd,0.0,1462.0,762,2,4,1,1,738.0,0,Normal,350000.0
85,RL,11782,AllPub,Inside,1Fam,7,1961,1995,HdBoard,0.0,1109.0,0,1,3,1,0,576.0,0,Normal,148000.0
20,RL,7000,AllPub,CulDSac,1Fam,8,1978,2005,VinylSd,0.0,864.0,0,1,3,1,0,336.0,0,Normal,136500.0
20,RL,7024,AllPub,Inside,1Fam,5,2005,2006,VinylSd,0.0,1090.0,0,1,2,1,0,450.0,0,Normal,157000.0
50,RL,13758,AllPub,CulDSac,1Fam,5,1990,1991,HdBoard,0.0,1156.0,530,2,3,1,1,400.0,0,Normal,187500.0
60,RL,9636,AllPub,Corner,1Fam,5,1992,1993,VinylSd,0.0,808.0,785,2,3,1,1,389.0,0,Normal,178000.0
75,RL,6204,AllPub,Inside,1Fam,5,1912,1950,Wd Sdng,0.0,795.0,795,1,5,1,0,440.0,0,Normal,118500.0
20,RL,7150,AllPub,Inside,1Fam,5,1967,1967,HdBoard,0.0,892.0,0,1,3,1,0,288.0,0,Normal,100000.0
120,FV,5119,AllPub,CulDSac,TwnhsE,5,1999,2000,MetalSd,0.0,1698.0,0,2,2,1,1,506.0,0,Abnorml,328900.0
90,RL,8393,AllPub,Corner,Duplex,5,1959,2005,MetalSd,0.0,1626.0,0,2,4,2,0,588.0,0,Family,145000.0
50,RL,16466,AllPub,Inside,1Fam,7,1955,1955,MetalSd,0.0,816.0,521,1,3,1,0,300.0,0,Normal,135500.0
20,RL,15865,AllPub,Inside,1Fam,6,1970,1970,Wd Sdng,823.0,2217.0,0,2,4,1,1,621.0,0,Normal,268000.0
20,RL,12160,AllPub,Inside,1Fam,4,1953,1953,Wd Sdng,0.0,1505.0,0,1,2,1,1,505.0,0,Normal,149500.0
50,RL,8064,AllPub,Corner,1Fam,7,1949,2006,MetalSd,0.0,672.0,252,1,3,1,1,576.0,0,Normal,122900.0
60,RL,11184,AllPub,Inside,1Fam,5,1978,1978,HdBoard,500.0,918.0,765,2,3,1,1,440.0,0,Normal,172500.0
20,RL,8414,AllPub,Inside,1Fam,8,1963,2003,HdBoard,0.0,1059.0,0,1,3,1,0,264.0,0,Normal,154500.0
